x px
0.1014699086 0.0010712004
0.0158723391 -0.0607591381
-0.1061150843 0.0200597659
0.0161813361 0.0574012601
0.0892885135 -0.0342554717
-0.0605913566 -0.0385546984
-0.0545265569 0.0486919507
0.0973576856 0.0070542317
0.0219308281 -0.0598112229
-0.1068159792 0.0165274771
0.0764242551 0.0082834666
0.0029054749 -0.0452353780
-0.0745207328 0.0199742747
0.0484254638 0.0321373004
0.0379527476 -0.0389551796
-0.0799227652 -0.0005674297
0.0090422473 0.0444185497
0.0678706814 -0.0251945662
-0.0596726231 -0.0252693377
-0.0271537430 0.0421571480
0.0808703487 -0.0066781917
-0.0215155939 -0.0421327138
-0.0594497192 0.0300079881
0.0689558139 0.0175233985
0.0161052556 -0.0443519948
-0.0793531393 0.0132410025
0.0341429217 0.0383799186
0.0499116639 -0.0344192184
-0.0756101870 -0.0095625689
-0.0047802491 0.0452302110
0.0753859727 -0.0190878719
-0.0464903534 -0.0331270486
-0.0396628412 0.0383680786
0.0795335418 0.0017892431
-0.0070684462 -0.0446508505
-0.0690863870 0.0243779292
0.0579602864 0.0264552215
0.0289208359 -0.0416975145
-0.0808839250 0.0055494714
0.0194763610 0.0426008661
0.0609007833 -0.0292568263
-0.0676235984 -0.0188067862
-0.0179057391 0.0440803945
0.0797658762 -0.0122296871
-0.0321086230 -0.0390877210
-0.0515098350 0.0337348822
0.0747206768 0.0108429490
0.0066404862 -0.0451841453
-0.0761930531 0.0181843001
0.0445342882 0.0340805449
0.0413592857 -0.0377652125
-0.0790763403 -0.0030213677
0.0051103605 0.0448456858
0.0702471028 -0.0235541236
-0.0562008904 -0.0276157444
-0.0306811165 0.0412131416
0.0808333579 -0.0044030583
-0.0174437092 -0.0430330934
-0.0623244800 0.0284935059
0.0662235544 0.0200836582
0.0197005256 -0.0437749646
-0.0801111509 0.0112015635
0.0300698973 0.0397583897
0.0530867616 -0.0330395985
-0.0737595088 -0.0121282452
-0.0084878694 0.0451014865
0.0769358559 -0.0172665286
-0.0425571239 -0.0349911178
-0.0430415941 0.0371476430
0.0785536718 0.0042662285
-0.0031682762 -0.0449992160
-0.0713590271 0.0227170024
0.0543994156 0.0287490309
0.0324348971 -0.0407060226
-0.0807211148 0.0032372503
0.0154179892 0.0434240161
0.0637112705 -0.0277216536
-0.0647535803 -0.0213455231
-0.0214894702 0.0434361573
0.0803956452 -0.0101507750
-0.0280256044 -0.0403855386
-0.0546442784 0.0323326248
0.0727274620 0.0134184950
0.0103236140 -0.0449813759
-0.0776145822 0.0163331425
0.0405646398 0.0358634158
0.0447103136 -0.0365159027
-0.0779623874 -0.0055204905
0.0012429280 0.0451162562
0.0724144721 -0.0218694793
-0.0437240942 0.0402475135
0.0834300352 0.0034065133
-0.0007900691 -0.0480984782
-0.0777398308 0.0229701366
0.0515163132 0.0333641931
0.0408895718 -0.0412153272
-0.0842177044 -0.0013351601
0.0040018906 0.0478237373
0.0759004478 -0.0243549606
-0.0548417330 -0.0314482406
-0.0378800450 0.0421939123
0.0848573599 -0.0008072988
-0.0074289290 -0.0474265959
-0.0738143692 0.0257848099
0.0582225519 0.0293441916
0.0347286322 -0.0431683179
-0.0853370846 0.0029878719
0.0110360874 0.0469064353
0.0715185798 -0.0272394456
-0.0615788047 -0.0270878996
