q p orbit
3.197128 2.307790 2
0.984632 1.798980 2
5.546965 2.221859 2
3.398114 2.348945 2
1.063727 1.764769 2
5.565657 2.168949 2
3.320823 2.296794 2
0.941673 1.723118 2
5.407340 2.216995 2
3.044474 2.202579 2
0.755189 1.728293 2
5.239971 2.310961 2
2.877253 2.171124 2
0.707363 1.772344 2
5.251020 2.348923 2
2.996972 2.238183 2
0.847143 1.801498 2
5.428149 2.292403 2
3.276333 2.329454 2
1.027407 1.792122 2
5.573488 2.197584 2
3.406792 2.342448 2
1.046888 1.751200 2
5.533509 2.172603 2
3.249536 2.269521 2
0.883864 1.718020 2
5.349188 2.244727 2
2.971123 2.182996 2
0.721008 1.739805 2
5.220678 2.330772 2
2.882346 2.181906 2
0.731663 1.783967 2
5.291975 2.342076 2
3.074693 2.267675 2
0.905667 1.803032 2
5.483614 2.263471 2
3.091405 2.281226 3
0.935759 1.813706 3
5.524729 2.251982 3
3.414039 2.367585 3
1.109281 1.785750 3
5.630806 2.153779 3
3.447253 2.340454 3
1.039487 1.730565 3
5.499378 2.168933 3
3.155870 2.229632 3
0.801426 1.708389 3
5.258726 2.281984 3
2.848551 2.146408 3
0.654286 1.754749 3
5.169865 2.365245 3
2.853860 2.185095 3
0.742819 1.802593 3
5.328619 2.343569 3
3.163675 2.305115 3
0.982908 1.811656 3
5.562756 2.227318 3
3.449271 2.371191 3
1.116461 1.776034 3
5.622972 2.146417 3
3.410924 2.323356 3
0.999029 1.720891 3
5.453039 2.186505 3
3.083008 2.206370 3
0.757794 1.713543 3
5.222464 2.304368 3
2.820381 2.143995 3
0.652377 1.765971 3
5.183314 2.370365 3
2.896739 2.205492 3
0.784658 1.808043 3
5.377473 2.325492 3
3.234853 2.326535 3
1.025469 1.807798 3
5.593337 2.204348 3
3.471030 2.370203 3
1.113160 1.765395 3
5.605663 2.143994 3
3.362258 2.303248 3
0.953251 1.713201 3
5.403940 2.207542 3
3.013117 2.185488 3
0.720055 1.721355 3
5.194369 2.324332 3
2.806246 2.146683 3
0.660225 1.776569 3
5.206554 2.371118 3
2.950830 2.228580 3
0.831279 1.811809 3
5.427216 2.303912 3
3.301463 2.344404 3
1.061471 1.802263 3
5.615349 2.184117 3
3.478604 2.364861 3
1.099497 1.754151 3
5.579461 2.146677 3
3.303120 2.280759 3
0.904360 1.708203 3
5.354375 2.230894 3
2.949618 2.168125 3
0.689688 1.731112 3
5.175652 2.341259 3
2.806532 2.154297 3
0.677610 1.786229 3
5.238611 2.367266 3
3.013928 2.253299 3
0.880560 1.813761 3
5.475462 2.279929 3
3.360416 2.357976 3
1.089311 1.795207 3
5.628059 2.167440 3
3.471729 2.355434 3
1.076013 1.742747 3
5.545282 2.154476 3
3.236058 2.256764 3
0.854729 1.706403 3
5.306735 2.255248 3
2.895390 2.155127 3
0.667796 1.742045 3
5.167078 2.354719 3
2.821190 2.166536 3
0.703980 1.794722 3
5.278085 2.358667 3
3.083215 2.278389 3
0.930163 1.813821 3
5.519961 2.254861 3
3.409192 2.366870 3
1.107799 1.786793 3
5.631084 2.154926 3
3.450568 2.342200 3
1.043694 1.731765 3
5.504417 2.167183 3
3.164243 2.232392 3
0.806722 1.707994 3
5.263332 2.279301 3
2.852641 2.147013 3
0.655127 1.753442 3
5.168979 2.364391 3
2.849739 2.182969 3
0.738414 1.801867 3
5.323184 2.345378 3
3.155382 2.302479 3
0.977698 1.811985 3
5.558751 2.230080 3
3.445899 2.371015 3
1.116168 1.777199 3
5.624358 2.147015 3
3.415741 2.325478 3
1.003974 1.721913 3
5.458530 2.184296 3
3.091275 2.208939 3
0.762527 1.712806 3
5.226232 2.301912 3
2.822909 2.144011 3
0.652100 1.764710 3
5.181262 2.369995 3
2.891222 2.203001 3
0.779585 1.807501 3
5.371784 2.327759 3
3.226865 2.324243 3
1.020891 1.808328 3
5.590250 2.206858 3
3.469246 2.370542 3
1.114070 1.766652 3
5.608112 2.144014 3
3.368407 2.305687 3
0.958698 1.713958 3
5.409635 2.204990 3
3.020862 2.187722 3
0.724030 1.720347 3
5.197131 2.322189 3
2.807138 2.146120 3
0.658835 1.775397 3
5.203422 2.371262 3
2.944127 2.225829 3
0.825759 1.811468 3
5.421548 2.306530 3
3.294165 2.342564 3
1.057733 1.802978 3
5.613288 2.186268 3
3.478468 2.365685 3
1.101575 1.755457 3
5.582888 2.146108 3
3.310353 2.283431 3
0.910045 1.708621 3
5.360002 2.228142 3
2.956472 2.169906 3
0.692755 1.729920 3
5.177292 2.339488 3
2.805766 2.153183 3
0.675148 1.785177 3
5.234531 2.367947 3
3.006325 2.250422 3
0.874851 1.813633 3
5.470083 2.282758 3
3.354135 2.356654 3
1.086577 1.796088 3
5.627089 2.169150 3
3.473248 2.356713 3
1.079174 1.744045 3
5.549566 2.153327 3
3.244048 2.259556 3
0.860377 1.706438 3
5.312021 2.252449 3
2.901057 2.156375 3
0.669848 1.740757 3
5.167532 2.353364 3
2.818793 2.164911 3
0.700528 1.793814 3
5.273239 2.359894 3
3.075064 2.275538 3
0.924539 1.813911 3
5.515118 2.257745 3
3.404184 2.366093 3
1.106183 1.787820 3
5.631234 2.156134 3
3.453702 2.343900 3
1.047804 1.732981 3
5.509389 2.165491 3
3.172601 2.235163 3
0.812069 1.707642 3
5.268022 2.276598 3
2.856902 2.147686 3
0.656094 1.752133 3
5.168229 2.363484 3
2.845789 2.180891 3
0.734097 1.801122 3
5.317796 2.347131 3
3.147079 2.299813 3
0.972430 1.812290 3
5.554650 2.232863 3
3.442351 2.370778 3
1.115737 1.778352 3
5.625618 2.147677 3
3.420393 2.327559 3
1.008845 1.722960 3
5.463981 2.182135 3
3.099576 2.211537 3
0.767334 1.712104 3
5.230106 2.299425 3
2.825621 2.144094 3
0.651951 1.763441 3
5.179340 2.369568 3
2.885855 2.200546 3
0.774577 1.806937 3
5.366111 2.329978 3
3.218822 2.321906 3
1.016229 1.808835 3
5.587051 2.209404 3
3.467277 2.370823 3
1.114843 1.767900 3
5.610442 2.144102 3
3.374415 2.308093 3
0.964101 1.714749 3
5.415319 2.202471 3
3.028687 2.190000 3
0.728100 1.719365 3
5.200016 2.320006 3
2.808219 2.145623 3
0.657571 1.774213 3
5.200407 2.371345 3
2.937548 2.223102 3
0.820278 1.811102 3
5.415863 2.309115 3
3.286770 2.340667 3
1.053890 1.803672 3
5.611105 2.188465 3
3.478141 2.366456 3
1.103522 1.756761 3
5.586209 2.145607 3
3.317477 2.286082 3
0.915717 1.709080 3
5.365651 2.225405 3
2.963446 2.171744 3
0.695933 1.728745 3
5.179066 2.337673 3
2.805189 2.152130 3
0.672806 1.784111 3
5.230551 2.368565 3
2.998809 2.247553 3
0.869150 1.813479 3
5.464658 2.285571 3
3.347723 2.355270 3
1.083720 1.796950 3
5.625993 2.170914 3
3.474579 2.357941 3
1.082218 1.745347 3
5.553759 2.152244 3
3.251971 2.262341 3
0.866044 1.706517 3
5.317360 2.249647 3
2.906873 2.157688 3
0.672021 1.739475 3
5.168123 2.351958 3
2.816579 2.163343 3
0.697184 1.792889 3
5.268471 2.361058 3
3.066956 2.272677 3
0.918892 1.813976 3
5.510202 2.260630 3
3.399021 2.365253 3
1.104434 1.788832 3
5.631255 2.157401 3
3.456655 2.345554 3
1.051814 1.734210 3
5.514292 2.163858 3
3.180938 2.237945 3
0.817463 1.707333 3
5.272792 2.273878 3
2.861334 2.148425 3
0.657189 1.750822 3
5.167616 2.362524 3
2.842011 2.178861 3
0.729872 1.800358 3
5.312458 2.348825 3
3.138773 2.297118 3
0.967108 1.812570 3
5.550454 2.235665 3
3.438628 2.370480 3
1.115168 1.779492 3
5.626753 2.148403 3
3.424879 2.329599 3
1.013640 1.724031 3
5.469390 2.180023 3
3.107905 2.214162 3
0.772215 1.711440 3
5.234083 2.296908 3
2.828516 2.144244 3
0.651931 1.762165 3
5.177549 2.369084 3
2.880641 2.198130 3
0.769638 1.806352 3
5.360457 2.332148 3
3.210729 2.319524 3
1.011485 1.809321 3
5.583743 2.211983 3
3.465123 2.371047 3
1.115479 1.769139 3
5.612653 2.144256 3
3.380278 2.310466 3
0.969456 1.715574 3
5.420991 2.199986 3
3.036586 2.192322 3
0.732264 1.718412 3
5.203021 2.317785 3
2.809489 2.145191 3
0.656434 1.773018 3
5.197512 2.371368 3
2.931094 2.220400 3
0.814839 1.810714 3
5.410166 2.311664 3
3.279283 2.338716 3
1.049943 1.804345 3
5.608802 2.190707 3
3.477625 2.367172 3
1.105338 1.758060 3
5.589422 2.145174 3
3.324487 2.288709 3
0.921372 1.709580 3
5.371318 2.222685 3
2.970533 2.173637 3
0.699219 1.727587 3
5.180971 2.335812 3
2.804802 2.151140 3
0.670585 1.783030 3
5.226674 2.369122 3
2.991384 2.244692 3
0.863461 1.813301 3
5.459190 2.288366 3
3.341184 2.353826 3
1.080744 1.797794 3
5.624770 2.172730 3
3.475721 2.359118 3
1.085141 1.746652 3
5.557859 2.151226 3
3.259820 2.265117 3
0.871725 1.706642 3
5.322748 2.246846 3
2.912834 2.159063 3
0.674313 1.738201 3
5.168852 2.350504 3
2.814551 2.161831 3
0.693950 1.791946 3
5.263782 2.362160 3
3.058896 2.269806 3
0.913224 1.814016 3
5.505216 2.263515 3
3.393703 2.364350 3
1.102555 1.789828 3
5.631147 2.158728 3
3.459425 2.347161 3
1.055721 1.735451 3
5.519123 2.162285 3
3.189249 2.240734 3
0.822901 1.707068 3
5.277640 2.271142 3
2.865933 2.149232 3
0.658409 1.749512 3
5.167141 2.361511 3
2.838407 2.176880 3
0.725740 1.799573 3
5.307173 2.350461 3
3.130468 2.294396 3
0.961736 1.812826 3
5.546167 2.238484 3
3.434733 2.370121 3
1.114462 1.780618 3
5.627762 2.149194 3
3.429195 2.331597 3
1.018356 1.725125 3
5.474752 2.177960 3
3.116257 2.216814 3
0.777165 1.710813 3
5.238161 2.294363 3
2.831592 2.144462 3
0.652039 1.760882 3
5.175891 2.368544 3
2.875584 2.195754 3
0.764771 1.805745 3
5.354825 2.334267 3
3.202591 2.317099 3
1.006664 1.809783 3
5.580325 2.214594 3
3.462785 2.371212 3
1.115976 1.770368 3
5.614743 2.144478 3
3.385993 2.312804 3
0.974759 1.716431 3
5.426645 2.197537 3
3.044555 2.194686 3
0.736518 1.717487 3
5.206145 2.315526 3
2.810948 2.144825 3
0.655424 1.771811 3
5.194739 2.371332 3
2.924771 2.217725 3
0.809445 1.810301 3
5.404459 2.314175 3
3.271707 2.336711 3
1.045895 1.804998 3
5.606379 2.192992 3
3.476920 2.367833 3
1.107021 1.759355 3
5.592525 2.144808 3
3.331380 2.291313 3
0.927006 1.710121 3
5.376999 2.219985 3
2.977732 2.175585 3
0.702613 1.726448 3
5.183008 2.333908 3
2.804605 2.150211 3
0.668484 1.781934 3
5.222902 2.369616 3
2.984054 2.241842 3
0.857787 1.813098 3
5.453683 2.291140 3
3.334520 2.352321 3
1.077649 1.798620 3
5.623420 2.174600 3
3.476673 2.360244 3
1.087943 1.747960 3
5.561865 2.150274 3
3.267591 2.267883 3
0.877416 1.706811 3
5.328181 2.244046 3
2.918938 2.160502 3
0.676723 1.736936 3
5.169718 2.349002 3
2.812708 2.160376 3
0.690827 1.790986 3
5.259176 2.363200 3
3.050890 2.266929 3
0.907540 1.814030 3
5.500163 2.266398 3
3.388233 2.363385 3
1.100544 1.790807 3
5.630911 2.160114 3
3.462012 2.348720 3
1.059523 1.736704 3
5.523880 2.160774 3
3.197527 2.243530 3
0.828380 1.706846 3
5.282561 2.268391 3
2.870697 2.150105 3
0.659755 1.748202 3
5.166804 2.360446 3
2.834978 2.174950 3
0.721704 1.798770 3
5.301943 2.352037 3
3.122171 2.291649 3
0.956316 1.813058 3
5.541790 2.241318 3
3.430667 2.369700 3
1.113620 1.781730 3
5.628644 2.150047 3
3.433340 2.333552 3
1.022990 1.726240 3
5.480065 2.175950 3
3.124626 2.219489 3
0.782183 1.710225 3
5.242337 2.291790 3
2.834848 2.144748 3
0.652276 1.759593 3
5.174365 2.367949 3
2.870685 2.193418 3
0.759979 1.805117 3
5.349219 2.336335 3
3.194413 2.314634 3
1.001767 1.810223 3
5.576801 2.217235 3
3.460263 2.371319 3
1.116336 1.771588 3
5.616713 2.144765 3
3.391557 2.315106 3
0.980008 1.717320 3
5.432280 2.195126 3
3.052589 2.197089 3
0.740862 1.716593 3
5.209386 2.313231 3
2.812595 2.144526 3
0.654541 1.770594 3
5.192088 2.371236 3
2.918580 2.215079 3
0.804099 1.809866 3
5.398747 2.316648 3
3.264049 2.334653 3
1.041749 1.805631 3
5.603837 2.195320 3
3.476025 2.368439 3
1.108571 1.760645 3
5.595516 2.144510 3
3.338152 2.293890 3
0.932617 1.710702 3
5.382692 2.217305 3
2.985036 2.177586 3
0.706112 1.725329 3
5.185174 2.331961 3
2.804598 2.149346 3
0.666507 1.780824 3
5.219237 2.370048 3
2.976824 2.239006 3
0.852131 1.812871 3
5.448139 2.293891 3
3.327737 2.350756 3
1.074438 1.799427 3
5.621945 2.176520 3
3.477436 2.361319 3
1.090622 1.749270 3
5.565774 2.149388 3
3.275279 2.270636 3
0.883116 1.707024 3
5.333657 2.241249 3
2.925181 2.162002 3
0.679251 1.735681 3
5.170721 2.347452 3
2.811052 2.158979 3
0.687816 1.790010 3
5.254656 2.364177 3
3.042943 2.264047 3
0.901843 1.814020 3
5.495046 2.269276 3
3.382615 2.362357 3
1.098404 1.791770 3
5.630546 2.161558 3
3.464415 2.350231 3
1.063219 1.737967 3
5.528560 2.159324 3
3.205768 2.246329 3
0.833896 1.706669 3
5.287554 2.265628 3
2.875625 2.151045 3
0.661226 1.746893 3
5.166604 2.359330 3
2.831726 2.173071 3
0.717766 1.797948 3
5.296774 2.353553 3
3.113886 2.288879 3
0.950852 1.813266 3
5.537326 2.244166 3
3.426432 2.369217 3
1.112640 1.782829 3
5.629398 2.150964 3
3.437313 2.335464 3
1.027539 1.727375 3
5.485325 2.173992 3
3.133006 2.222186 3
0.787265 1.709677 3
5.246610 2.289191 3
2.838284 2.145101 3
0.652641 1.758299 3
5.172974 2.367298 3
2.865946 2.191125 3
0.755263 1.804467 3
5.343643 2.338350 3
3.186201 2.312129 3
0.996799 1.810639 3
5.573172 2.219905 3
3.457559 2.371366 3
1.116558 1.772796 3
5.618560 2.145119 3
3.396969 2.317371 3
0.985198 1.718239 3
5.437890 2.192755 3
3.060682 2.199531 3
0.745292 1.715730 3
5.212742 2.310900 3
2.814430 2.144292 3
0.653786 1.769366 3
5.189561 2.371082 3
2.912527 2.212462 3
0.798805 1.809408 3
5.393033 2.319080 3
3.256311 2.332542 3
1.037506 1.806241 3
5.601177 2.197689 3
3.474941 2.368989 3
1.109987 1.761928 3
5.598396 2.144279 3
3.344799 2.296441 3
0.938199 1.711321 3
5.388391 2.214649 3
2.992442 2.179639 3
0.709715 1.724231 3
5.187468 2.329970 3
2.804781 2.148544 3
0.664652 1.779700 3
5.215681 2.370419 3
2.969698 2.236184 3
0.846498 1.812619 3
5.442562 2.296618 3
3.320837 2.349131 3
1.071111 1.800214 3
5.620344 2.178492 3
3.478009 2.362341 3
1.093176 1.750581 3
5.569585 2.148569 3
3.122750 2.202571 4
0.742142 1.687760 4
5.171153 2.301938 4
2.697089 2.089973 4
0.543208 1.759824 4
5.047907 2.408900 4
2.700207 2.140341 4
0.655851 1.820814 4
5.262721 2.389664 4
3.123905 2.308733 4
0.997573 1.836624 4
5.609336 2.229036 4
3.566212 2.416624 4
1.230971 1.799103 4
5.742460 2.099558 4
3.600562 2.376322 4
1.130152 1.724420 4
5.562171 2.119690 4
3.196196 2.226616 4
0.787812 1.683661 4
5.211701 2.279501 4
2.733038 2.095664 4
0.552712 1.748961 4
5.043999 2.401078 4
2.672045 2.124741 4
0.622580 1.814865 4
5.218002 2.401521 4
3.051915 2.284248 4
0.949041 1.837851 4
5.569148 2.253898 4
3.525808 2.411627 4
1.217289 1.806680 4
5.743104 2.109329 4
3.623809 2.388795 4
1.163483 1.735498 4
5.602672 2.106868 4
3.268249 2.250870 4
0.835902 1.682076 4
5.256116 2.255902 4
2.777163 2.104591 4
0.568074 1.737835 4
5.046753 2.391138 4
2.652420 2.111717 4
0.594556 1.808172 4
5.177023 2.410204 4
2.982105 2.259154 4
0.899270 1.837968 4
5.525131 2.279026 4
3.477687 2.403597 4
1.197253 1.813526 4
5.737757 2.121801 4
3.638335 2.399173 4
1.191204 1.746648 4
5.638845 2.097262 4
3.337132 2.274646 4
0.885415 1.683115 4
5.303440 2.231694 4
2.828965 2.116747 4
0.589155 1.726714 4
5.056149 2.379103 4
2.641469 2.101374 4
0.572102 1.800748 4
5.140581 2.415821 4
2.916080 2.234180 4
0.849389 1.836971 4
5.478130 2.303700 4
3.422488 2.392407 4
1.171152 1.819632 4
5.726436 2.136872 4
3.644086 2.407441 4
1.212879 1.757585 4
5.670171 2.090898 4
3.401280 2.297365 4
0.935259 1.686706 4
5.352600 2.207545 4
2.887703 2.132024 4
0.615744 1.715942 4
5.072079 2.364975 4
2.639266 2.093801 4
0.555431 1.792596 4
5.109329 2.418551 4
2.855224 2.209990 4
0.800531 1.834896 4
5.429129 2.327180 4
3.361093 2.378038 4
1.139387 1.824973 4
5.709214 2.154408 4
3.641058 2.413551 4
1.228201 1.768099 4
5.696253 2.087727 4
3.459404 2.318585 4
0.984294 1.692608 4
5.402460 2.184186 4
2.952355 2.150174 4
0.647544 1.705929 4
5.094337 2.348765 4
2.645843 2.089087 4
0.544670 1.783726 4
5.083783 2.418598 4
2.800657 2.187146 4
0.753771 1.831814 4
5.379210 2.348770 4
3.294650 2.360620 4
1.102488 1.829503 4
5.686226 2.174218 4
3.629287 2.417413 4
1.236975 1.778045 4
5.716803 2.087665 4
3.510511 2.338007 4
1.031388 1.700450 4
5.451885 2.162339 4
3.021608 2.170794 4
0.684149 1.697129 4
5.122607 2.330520 4
2.661193 2.087324 4
0.539886 1.774168 4
5.064335 2.416156 4
2.753238 2.166091 4
0.710081 1.827804 4
5.329507 2.367890 4
3.224563 2.340459 4
1.061121 1.833154 4
5.657692 2.196030 4
3.608852 2.418888 4
1.239102 1.787335 4
5.731619 2.090612 4
3.553884 2.355453 4
1.075478 1.709788 4
5.499788 2.142641 4
3.093870 2.193325 4
0.725025 1.690008 4
5.156439 2.310356 4
2.685256 2.088610 4
0.541094 1.763983 4
5.051262 2.411387 4
2.713586 2.147157 4
0.670291 1.822945 4
5.281148 2.384123 4
3.152457 2.318041 4
1.016096 1.835846 4
5.623948 2.219468 4
3.579897 2.417799 4
1.234569 1.795921 4
5.740567 2.096473 4
3.589045 2.370838 4
1.115617 1.720155 4
5.545184 2.125593 4
3.167351 2.217086 4
0.769497 1.684986 4
5.195232 2.288496 4
2.717892 2.093040 4
0.548267 1.753280 4
5.044744 2.404411 4
2.682121 2.130581 4
0.635071 1.817296 4
5.235205 2.397235 4
3.080084 2.293999 4
0.968352 1.837499 4
5.585464 2.244043 4
3.542660 2.413946 4
1.223444 1.803785 4
5.743565 2.105156 4
3.615695 2.384135 4
1.151005 1.731111 4
5.587214 2.111535 4
3.240173 2.241344 4
0.816747 1.682389 4
5.238232 2.265297 4
2.758847 2.100690 4
0.561336 1.742230 4
5.044873 2.395301 4
2.659115 2.116528 4
0.604936 1.810894 4
5.192652 2.407160 4
3.009214 2.269056 4
0.918935 1.838056 4
5.542862 2.269149 4
3.497512 2.407129 4
1.205881 1.810919 4
5.740576 2.116576 4
3.633663 2.395339 4
1.180994 1.742271 4
5.625160 2.100656 4
3.310504 2.265385 4
0.865826 1.682393 4
5.284533 2.241254 4
2.807702 2.111582 4
0.580187 1.731070 4
5.051663 2.384090 4
2.644738 2.105118 4
0.580259 1.803757 4
5.154338 2.413966 4
2.941521 2.243950 4
0.868961 1.837495 4
5.496925 2.294091 4
3.445008 2.397193 4
1.182126 1.817319 4
5.731601 2.130638 4
3.642871 2.404441 4
1.205092 1.753321 4
5.658448 2.093018 4
3.376686 2.288580 4
0.915674 1.685000 4
5.333104 2.216997 4
2.863815 2.125651 4
0.604638 1.720115 4
5.065040 2.370785 4
2.639086 2.096446 4
0.561293 1.795891 4
5.120974 2.417808 4
2.878481 2.219379 4
0.819568 1.835838 4
5.448587 2.318127 4
3.385930 2.384069 4
1.152535 1.822965 4
5.716690 2.147223 4
3.643296 2.411409 4
1.222943 1.764022 4
5.686634 2.088599 4
3.437316 2.310434 4
0.965164 1.690030 4
5.382825 2.193239 4
2.926280 2.142709 4
0.634429 1.709751 4
5.084839 2.355392 4
2.642206 2.090596 4
0.548195 1.787301 4
5.093129 2.418887 4
2.821323 2.195946 4
0.771860 1.833142 4
5.398895 2.340538 4
3.321319 2.367824 4
1.117584 1.827821 4
5.695950 2.166165 4
3.634959 2.416169 4
1.234312 1.774205 4
5.709390 2.087325 4
3.491284 2.330591 4
1.013154 1.697159 4
5.432555 2.170714 4
2.993898 2.162416 4
0.669200 1.700418 4
5.110789 2.337938 4
2.654107 2.087659 4
0.541054 1.778009 4
5.071242 2.417403 4
2.771004 2.174141 4
0.726854 1.829488 4
5.348971 2.360690 4
3.252483 2.348694 4
1.077887 1.831827 4
5.669566 2.187227 4
3.617921 2.418603 4
1.239061 1.783760 4
5.726482 2.089099 4
3.537771 2.348829 4
1.058547 1.705964 4
5.481181 2.150102 4
3.065180 2.184271 4
0.708467 1.692582 4
5.142494 2.318509 4
2.674752 2.087733 4
0.539904 1.768061 4
5.055633 2.413533 4
2.728235 2.154339 4
0.685440 1.824955 4
5.299951 2.378097 4
3.180968 2.327096 4
1.034197 1.834906 4
5.637825 2.210078 4
3.592297 2.418546 4
1.237145 1.792627 4
5.737751 2.093824 4
3.576209 2.365032 4
1.100345 1.715981 4
5.527674 2.131961 4
3.138404 2.207634 4
0.751613 1.686688 4
5.179416 2.297283 4
2.704037 2.090916 4
0.544735 1.757545 4
5.046519 2.407415 4
2.693508 2.136812 4
0.648351 1.819611 4
5.252935 2.392455 4
3.108487 2.303611 4
0.987404 1.836977 4
5.601140 2.234271 4
3.558284 2.415806 4
1.228602 1.800777 4
5.743098 2.101407 4
3.606235 2.379151 4
1.137689 1.726755 4
5.571122 2.116696 4
3.211709 2.231784 4
0.797876 1.683106 4
5.220860 2.274559 4
2.741758 2.097292 4
0.555495 1.746607 4
5.044026 2.399139 4
2.667147 2.121750 4
0.616163 1.813502 4
5.208938 2.403632 4
3.036818 2.278933 4
0.938515 1.837970 4
5.560074 2.259247 4
3.516195 2.410177 4
1.213549 1.808199 4
5.742468 2.111760 4
3.627634 2.391179 4
1.169870 1.737876 4
5.610752 2.104552 4
3.283231 2.255991 4
0.846356 1.682077 4
5.265979 2.250780 4
2.787566 2.106910 4
0.572087 1.735457 4
5.048199 2.388752 4
2.649360 2.109287 4
0.589302 1.806653 4
5.168863 2.411651 4
2.967686 2.253805 4
0.888624 1.837849 4
5.515347 2.284341 4
3.466506 2.401483 4
1.192195 1.814888 4
5.735846 2.124795 4
3.640295 2.401111 4
1.196336 1.749002 4
5.645933 2.095637 4
3.351229 2.279587 4
0.896034 1.683671 4
5.313786 2.226525 4
2.840915 2.119743 4
0.594361 1.724379 4
5.058997 2.376271 4
2.640266 2.099527 4
0.568064 1.799073 4
5.133476 2.416637 4
2.902653 2.228945 4
0.838868 1.836618 4
5.467834 2.308822 4
3.409906 2.389614 4
1.164850 1.820834 4
5.723262 2.140403 4
3.644176 2.408925 4
1.216680 1.759864 4
5.676172 2.089958 4
3.414193 2.302018 4
0.945801 1.687779 4
5.363191 2.202483 4
2.901007 2.135657 4
0.622087 1.713732 4
5.076295 2.361699 4
2.639930 2.092556 4
0.552643 1.790768 4
5.103399 2.418779 4
2.843051 2.204999 4
0.790369 1.834322 4
5.418544 2.331955 4
3.347332 2.374579 4
1.131944 1.826007 4
5.704799 2.158442 4
3.639283 2.414566 4
1.230622 1.770267 4
5.701098 2.087457 4
3.470896 2.322877 4
0.994516 1.694128 4
5.413054 2.179387 4
2.966759 2.154372 4
0.654948 1.703938 4
5.099863 2.345050 4
2.648376 2.088461 4
0.543150 1.781748 4
5.079122 2.418281 4
2.789942 2.182502 4
0.744185 1.831035 4
5.368576 2.353062 4
3.279987 2.356545 4
1.094033 1.830356 4
5.680608 2.178703 4
3.625660 2.417932 4
1.237987 1.780079 4
5.720442 2.088043 4
3.520409 2.341889 4
1.041057 1.702328 4
5.462242 2.157947 4
3.036793 2.175451 4
0.692512 1.695458 4
5.129360 2.326383 4
2.665588 2.087338 4
0.539642 1.772050 4
5.061011 2.415331 4
2.744132 2.161874 4
0.701261 1.826839 4
5.319065 2.371597 4
3.209328 2.335857 4
1.051816 1.833810 4
5.650934 2.200897 4
3.603397 2.418877 4
1.238694 1.789222 4
5.734018 2.091619 4
3.562068 2.358902 4
1.084381 1.711923 4
5.509691 2.138777 4
3.109470 2.198303 4
0.734214 1.688750 4
5.164302 2.305836 4
2.691490 2.089286 4
0.542122 1.761744 4
5.049321 2.410084 4
2.706193 2.143425 4
0.662393 1.821808 4
5.271134 2.387180 4
3.137016 2.313037 4
1.006129 1.836287 4
5.616136 2.224622 4
3.572655 2.417218 4
1.232750 1.797656 4
5.741705 2.098087 4
3.595437 2.373844 4
1.123571 1.722451 4
5.554437 2.122342 4
3.182968 2.222232 4
0.779350 1.684221 4
5.204059 2.283657 4
2.725923 2.094397 4
0.550557 1.750951 4
5.044213 2.402649 4
2.676509 2.127374 4
0.628217 1.815996 4
5.225834 2.399614 4
3.064816 2.288741 4
0.957938 1.837711 4
5.576718 2.249364 4
3.533698 2.412750 4
1.220239 1.805364 4
5.743431 2.107360 4
3.620250 2.386695 4
1.157858 1.733481 4
5.595653 2.108950 4
3.255409 2.246502 4
0.827073 1.682169 4
5.247843 2.260231 4
2.768601 2.102737 4
0.564869 1.739854 4
5.045762 2.393091 4
2.655328 2.113875 4
0.599217 1.809437 4
5.184116 2.408865 4
2.994488 2.263702 4
0.908308 1.838030 4
5.533335 2.274496 4
3.486931 2.405280 4
1.201334 1.812343 4
5.739167 2.119350 4
3.636358 2.397453 4
1.186630 1.744641 4
5.632652 2.098758 4
3.324989 2.270411 4
0.876408 1.682734 4
5.294717 2.236086 4
2.819062 2.114314 4
0.584929 1.728709 4
5.053963 2.381433 4
2.642803 2.103040 4
0.575738 1.802144 4
5.146802 2.415025 4
2.927669 2.238654 4
0.858363 1.837232 4
5.486805 2.299307 4
3.432954 2.394667 4
1.176303 1.818584 4
5.728922 2.133961 4
3.643697 2.406105 4
1.209424 1.755634 4
5.664886 2.091810 4
3.390096 2.293358 4
0.926275 1.685877 4
5.343628 2.211874 4
2.876613 2.129040 4
0.610542 1.717846 4
5.068723 2.367684 4
2.639015 2.094961 4
0.558010 1.794123 4
5.114569 2.418262 4
2.865788 2.214278 4
0.809238 1.835348 4
5.438087 2.323056 4
3.372602 2.380868 4
1.145527 1.824066 4
5.712759 2.151064 4
3.642254 2.412610 4
1.225912 1.766237 4
5.691941 2.088068 4
3.449391 2.314875 4
0.975541 1.691385 4
5.393447 2.188317 4
2.940285 2.146696 4
0.641427 1.707662 4
5.089858 2.351848 4
2.644004 2.089724 4
0.546174 1.785382 4
5.087959 2.418779 4
2.810013 2.191154 4
0.762023 1.832442 4
5.388251 2.345035 4
3.306974 2.363983 4
1.109510 1.828747 4
5.690800 2.170480 4
3.632059 2.416887 4
1.235880 1.776294 4
5.713508 2.087450 4
3.501827 2.334639 4
1.023068 1.698908 4
5.443033 2.166146 4
3.008817 2.166907 4
0.677199 1.698609 4
5.117070 2.333965 4
2.657771 2.087419 4
0.540307 1.775944 4
5.067385 2.416774 4
2.761250 2.169748 4
0.717712 1.828594 4
5.338425 2.364637 4
3.237431 2.344286 4
1.068895 1.832563 4
5.663248 2.191954 4
3.613182 2.418805 4
1.239212 1.785707 4
