x px
-0.0173853697 0.0331966187
0.0161448470 0.0170668381
0.0393521297 -0.0102055941
0.0374038846 -0.0307577239
0.0124389130 -0.0319459471
-0.0210059305 -0.0131473107
-0.0408238037 0.0142983641
-0.0347943374 0.0323697694
-0.0072640135 0.0301875406
0.0255118247 0.0090004369
0.0416345857 -0.0181445328
0.0316434529 -0.0334672032
0.0019424715 -0.0279446416
-0.0295817885 -0.0046964763
-0.0417808531 0.0216816343
-0.0279937865 0.0340365628
0.0034371036 0.0252462298
0.0331432607 0.0003078934
0.0412682068 -0.0248542120
0.0238940469 -0.0340710833
-0.0087809783 -0.0221313716
-0.0361404458 0.0040864042
-0.0401135267 0.0276140517
-0.0193996489 0.0335705961
0.0139935265 0.0186462108
0.0385298489 -0.0084090410
0.0383386007 -0.0299219844
0.0145728820 -0.0325408570
-0.0189796870 -0.0148444608
-0.0402802045 0.0125853723
-0.0359716199 0.0317468672
-0.0094851104 0.0309952187
0.0236470364 0.0107860110
0.0413711936 -0.0165450593
0.0330467681 -0.0330651552
0.0042152971 -0.0289541855
-0.0279104217 -0.0065387296
-0.0417985931 0.0202209671
-0.0296026487 0.0338599797
0.0011507324 0.0264451701
0.0316958412 0.0021769278
0.0415652634 -0.0235544391
0.0256871117 -0.0341218809
-0.0065215063 -0.0235030269
-0.0349404215 0.0022231932
-0.0406825670 0.0264946011
-0.0213526918 0.0338479044
0.0118017948 0.0201694852
0.0375916066 -0.0065862884
0.0391674020 -0.0289989192
0.0166589837 -0.0330416914
-0.0168951333 -0.0164941314
-0.0396152309 0.0108343634
-0.0370471205 0.0310323497
-0.0116733028 0.0317135916
0.0217084824 0.0125364535
0.0409884860 -0.0148941102
0.0343539152 -0.0325681177
0.0064709436 -0.0298808365
-0.0261540128 -0.0083616527
-0.0416997977 0.0186974623
-0.0311253454 0.0335868565
-0.0011347357 0.0275666815
0.0301512002 0.0040395665
0.0417448681 -0.0221835929
0.0274048644 -0.0340761199
-0.0042454727 -0.0248030009
-0.0336311285 0.0003548007
-0.0411348888 0.0252967998
-0.0232421469 0.0340301349
0.0095757583 0.0216295693
0.0365397542 -0.0047429218
0.0398856805 -0.0279909149
0.0186930811 -0.0334491503
-0.0147604115 -0.0180934517
-0.0388352029 0.0090479821
-0.0380200202 0.0302279918
-0.0138222536 0.0323406399
0.0197044983 0.0142491634
0.0404859814 -0.0131968665
-0.0811628788 0.0257496737
-0.0806548063 0.0648439853
-0.0464167973 0.0723464095
0.0132057466 0.0474318652
0.0691033451 -0.0033345088
0.0855182861 -0.0522465919
0.0641371573 -0.0732591760
0.0133969395 -0.0615120788
-0.0496573240 -0.0194462047
-0.0840063813 0.0346070108
-0.0768288050 0.0685819201
-0.0373651572 0.0702674842
0.0247346229 0.0398813292
0.0752266781 -0.0131707662
0.0841522441 -0.0583130837
0.0571170217 -0.0735424922
0.0021447362 -0.0560910032
-0.0588450056 -0.0097961086
-0.0855018052 0.0427490641
-0.0720122629 0.0712834915
-0.0275256864 0.0671785594
0.0359044039 0.0315368175
0.0799310152 -0.0227179992
0.0816892986 -0.0633968923
0.0492008972 -0.0728078799
-0.0094015576 -0.0497182509
-0.0667928790 0.0000847704
-0.0857141710 0.0500516459
-0.0662371249 0.0729424774
-0.0169821489 0.0630743444
0.0464085884 0.0225190280
0.0832288176 -0.0317752758
0.0781932370 -0.0674706324
0.0404207517 -0.0710597754
-0.0209813945 -0.0424459578
-0.0733768171 0.0099691522
-0.0847228275 0.0564322707
-0.0595174020 0.0735624708
-0.0058754232 0.0579756524
0.0559614720 0.0129926934
0.0851570556 -0.0401685828
0.0736968446 -0.0705131418
0.0308318027 -0.0683019116
-0.0323029090 -0.0343511080
-0.0785456731 0.0196346860
-0.0826137610 0.0618412628
-0.0518910766 0.0731599244
0.0056012007 0.0519071788
0.0643331319 0.0031627585
0.0857792612 -0.0477578591
0.0682338127 -0.0725136337
0.0205064774 -0.0645298037
-0.0430588051 -0.0255388013
-0.0822994102 0.0288739660
-0.0794491479 0.0662485327
-0.0433893954 0.0717437344
0.0172010696 0.0449232134
0.0713726856 -0.0067452952
0.0851744931 -0.0544469076
0.0618204344 -0.0734727200
0.0095657926 -0.0597540955
-0.0529524236 -0.0161585079
-0.0846703545 0.0375020412
-0.0752779285 0.0696308396
-0.0340587344 0.0693168018
0.0286413797 0.0370895493
0.0770073710 -0.0165059505
0.0834260286 -0.0601779179
0.0544876117 -0.0734035556
-0.0018145689 -0.0539984458
-0.0617320177 -0.0064038442
-0.0857141047 0.0453668005
-0.0701287685 0.0719730566
-0.0239645001 0.0658776765
0.0396172544 0.0284990727
0.0812230585 -0.0259061015
0.0805978597 -0.0649164335
0.0462692246 -0.0723194339
-0.0134039892 -0.0473100776
-0.0692197362 0.0035037619
-0.0328743452 -0.0174716858
-0.0604619297 0.0225670772
-0.0529346797 0.0484258688
-0.0165524621 0.0468776240
0.0314952346 0.0186920909
0.0601211509 -0.0213888051
0.0536715572 -0.0479968663
0.0180273853 -0.0473684357
-0.0300959515 -0.0198990616
-0.0597442774 0.0201952810
-0.0543792925 0.0475392945
-0.0194869713 0.0478313521
0.0286776930 0.0210915904
0.0593314456 -0.0189874289
0.0550576817 -0.0470533679
0.0209285120 -0.0482632556
-0.0272394089 -0.0222650712
-0.0588792383 0.0177680090
-0.0557008204 0.0465392257
-0.0223529475 0.0486669666
0.0257850161 0.0234227610
0.0583897032 -0.0165371583
0.0563143533 -0.0459975059
0.0237599564 -0.0490427243
-0.0243157055 -0.0245640279
-0.0578649141 0.0152948044
-0.0568982175 0.0454284369
-0.0251467953 0.0493878451
0.0228314100 0.0256859723
0.0573043234 -0.0140421889
0.0574469251 -0.0448324395
0.0265148133 -0.0497047673
-0.0213336840 -0.0267886200
-0.0567044380 0.0127823339
-0.0579652583 0.0442098161
-0.0278640869 0.0499939077
0.0198245509 0.0278733742
0.0560700293 -0.0115134592
0.0584537277 -0.0435607271
0.0291917147 -0.0502528318
-0.0183046841 -0.0289391615
-0.0554012519 0.0102362625
-0.0589074283 0.0428857433
-0.0304994735 0.0504837258
0.0167739578 0.0299827739
0.0546951762 -0.0089534151
0.0593297883 -0.0421849264
0.0317876666 -0.0506869698
-0.0152348288 -0.0310074381
-0.0539531644 0.0076649480
-0.0597219524 0.0414582738
-0.0330530598 0.0508602535
0.0136881132 0.0320128138
0.0531772785 -0.0063702484
0.0600797304 -0.0407063989
0.0342978594 -0.0510055613
-0.0121336252 -0.0329951039
-0.0523672807 0.0050701689
-0.0604047315 0.0399293261
-0.0355223912 0.0511231052
0.0105731950 0.0339567481
0.0515191720 -0.0037684110
0.0606988451 -0.0391268336
0.0367229405 -0.0512106619
-0.0090078398 -0.0348981103
-0.0506375753 0.0024624781
-0.0609588433 0.0382994914
-0.0379021117 0.0512700140
0.0074379589 0.0358165428
0.0497225680 -0.0011530667
0.0611839737 -0.0374476167
0.0390600968 -0.0513011783
-0.0058646763 -0.0367120208
-0.0487721004 -0.0001573104
-0.0613771089 0.0365707299
-0.0401926472 0.0513020694
0.0042892636 0.0375860038
0.0477864051 0.0014677299
0.0615363540 -0.0356692629
0.0413026912 -0.0512742513
0.2467970340 -0.0794109492
0.2869540232 -0.2172043210
0.3184326043 -0.2436224909
0.3380506026 0.1218012246
0.1378897214 0.2497921953
0.0421332731 0.1998078385
0.1105419088 0.0986977192
0.2212116121 -0.0345362996
0.2827966601 -0.1716003971
0.2802753105 -0.2802012950
0.3796895930 0.0210273582
0.2032771719 0.2337028745
0.0523548998 0.2263634738
0.0746403980 0.1351596406
0.1896055836 0.0116600760
0.2688362176 -0.1260869629
0.2812798430 -0.2602314061
0.3791037712 -0.1120778181
0.2718460378 0.1940607896
0.0829222437 0.2450947929
0.0505354012 0.1677945606
0.1524913520 0.0558117769
0.2481368587 -0.0819615800
0.2868713373 -0.2197863244
0.3222136229 -0.2386057602
0.3348328788 0.1266406789
0.1343863532 0.2500808900
0.0421052144 0.1981271394
0.1128234247 0.0964529791
0.2228459201 -0.0371978709
0.2833238513 -0.1742685619
0.2810481327 -0.2801287666
0.3781643077 0.0277924922
0.1993187582 0.2352398398
0.0512328362 0.2249872238
0.0764635996 0.1331616427
0.1916128241 0.0090037162
0.2698683630 -0.1286870289
0.2808488531 -0.2621727260
0.3808120600 -0.1037289668
0.2679091765 0.1970644619
0.0805545905 0.2443240875
0.0515254006 0.1659786718
0.1547487346 0.0533451114
0.2494627939 -0.0845096798
0.2867550421 -0.2223544060
0.3260775485 -0.2332399892
0.3315504846 0.1313749284
0.1309205474 0.2502779146
0.0421342063 0.1964262981
0.1151150414 0.0941952942
0.2244594358 -0.0398527319
0.2838171209 -0.1769368690
0.2819746217 -0.2798663287
0.3765078368 0.0344435360
0.1953796404 0.2367171138
0.0501790653 0.2235865456
0.0783258685 0.1311467319
0.1936004212 0.0063400193
0.2708772687 -0.1312931235
0.2804308674 -0.2640454823
0.3822597015 -0.0954392032
0.2639627437 0.1999846977
0.0782568154 0.2434937198
0.0525661933 0.1641473214
0.1569963154 0.0508665908
0.2507748731 -0.0870559598
0.2866057662 -0.2249069680
0.3299867067 -0.2275383325
0.3282077170 0.1360063973
0.1275093959 0.2504261188
0.0422229508 0.1947232045
0.1174150377 0.0919248254
0.2260525839 -0.0425004858
0.2842761874 -0.1796048258
0.2830438337 -0.2794028986
0.3747246459 0.0409798905
0.1914444523 0.2380970546
0.0491945538 0.2221710207
0.0802276653 0.1291194106
0.1305992686 0.0543025640
0.2221029007 -0.0753326234
0.2659164553 -0.2034930563
0.1971582905 -0.3465812834
0.3859257874 -0.1084161875
0.2675162286 0.2119329510
0.0688656165 0.2634512965
0.0079579512 0.1923057693
0.0846776070 0.0972168349
0.1937664214 -0.0270497632
0.2551308475 -0.1533390913
0.2418503159 -0.2960569050
0.1812954102 -0.3652609577
0.3426306050 0.1329733367
0.1378414426 0.2656283560
0.0122655684 0.2251205479
0.0434308002 0.1364861735
0.1577216940 0.0237564121
0.2368160366 -0.1054175977
0.2644539169 -0.2381708054
0.1670001323 -0.3681280651
0.3890998562 0.0115529507
0.2151865004 0.2423809583
0.0384725056 0.2510590832
0.0175904076 0.1699370417
0.1161747126 0.0685409106
0.2137793095 -0.0602355193
0.2637691034 -0.1870353463
0.2127036661 -0.3324041711
0.3578996995 -0.1896865159
0.2934538495 0.1908568763
0.0888212626 0.2669359383
0.0065807963 0.2034625126
0.0695635522 0.1108264559
0.1825753888 -0.0099912907
0.2495659634 -0.1370688382
0.2524638880 -0.2764660127
0.1509406510 -0.3781415866
0.3623086773 0.0978151642
0.1634066396 0.2605981072
0.0187795205 0.2345369562
0.0334353699 0.1478699092
0.1447840765 0.0390564961
0.2299387967 -0.0906635114
0.2662534750 -0.2208859681
0.1813298430 -0.3587189353
0.3931403340 -0.0411462048
0.2405870768 0.2293247481
0.0517159879 0.2577800535
0.0119311030 0.1807631714
0.1009532808 0.0826436713
0.2044962698 -0.0444042664
0.2601359033 -0.1705491107
0.2278231858 -0.3156457890
0.2871834764 -0.2889831597
0.3186101350 0.1650019410
0.1118209535 0.2678349658
0.0079571316 0.2143884292
0.0558106446 0.1238013394
0.1706899822 0.0068847843
0.2435275603 -0.1212751240
0.2598868585 -0.2572284312
0.1544246569 -0.3754818164
0.3779385685 0.0583612649
0.1888407291 0.2529901213
0.0273295256 0.2430632334
0.0249881930 0.1587589422
0.1312101934 0.0536793363
0.2224513777 -0.0759752417
0.2659733867 -0.2042117604
0.1964980178 -0.3471472902
0.3865834080 -0.1052732999
0.2663836952 0.2127443288
0.0680761862 0.2632556484
0.0080761834 0.1918235093
0.0853539015 0.0966144454
0.1942311248 -0.0277895578
0.2553634053 -0.1540539132
0.2413173517 -0.2969010695
0.1843230521 -0.3637621015
-0.1107577853 0.1213120166
-0.0785889323 0.1175025222
-0.0185127995 0.0897518115
0.0650047326 0.0321212806
0.1176665696 -0.0433703312
0.1261333556 -0.0972230923
0.1129028074 -0.1203467528
0.0828222776 -0.1188452580
0.0259911885 -0.0937124761
-0.0570368205 -0.0392062135
-0.1147372567 0.0363003751
-0.1264433529 0.0932775854
-0.1147573833 0.1191369850
-0.0865275069 0.1198426224
-0.0326732041 0.0971126553
0.0493280019 0.0455704477
0.1115495385 -0.0295028330
0.1265399069 -0.0893072260
0.1163492095 -0.1177861821
0.0897540210 -0.1205662541
0.0385829359 -0.1000184583
-0.0420393681 -0.0512180420
-0.1082268777 0.0230794442
-0.1264726644 0.0854026998
-0.1177407699 0.1163692464
-0.0926160694 0.1211018947
-0.0438904435 0.1025594732
0.0351195910 0.0563052290
0.1047778021 -0.0169655887
0.1262776683 -0.0815444490
0.1190035543 -0.1149079123
0.0952509501 -0.1215196585
0.0488258085 -0.1048767186
-0.0283735970 -0.0610534691
-0.1011207571 0.0109734823
-0.1259626663 0.0776207920
-0.1202003232 0.1133707759
-0.0977893214 0.1218605320
-0.0536157015 0.1070908082
0.0215428103 0.0656786716
0.0971006532 -0.0048578523
0.1254950498 -0.0734593683
0.1213732121 -0.1116825225
0.1003286836 -0.1221286924
0.0584390418 -0.1092824951
-0.0143834163 -0.0703500417
-0.0924993813 -0.0016082399
-0.1248110959 0.0688580609
-0.1225336037 0.1097354655
-0.1029179348 0.1222902701
-0.0633886195 0.1114762640
0.0067444468 0.0751500972
0.0871029102 0.0085778625
0.1238102702 -0.0636308802
0.1236541078 -0.1074081923
0.1055424017 -0.1222754617
0.0684384100 -0.1136279735
0.0013510808 -0.0800374727
-0.0807739991 -0.0160447698
-0.1223759024 0.0576758774
-0.1246702723 0.1046019990
-0.1081234229 0.1219962099
-0.0734393284 0.1156315451
-0.0096604499 0.0848488535
0.0735590521 0.0237906556
0.1204074800 -0.0510596191
0.1255021128 -0.1012952329
0.1105475624 -0.1213869511
0.0781729372 -0.1173611655
0.0177823724 -0.0893548657
-0.0657437611 -0.0314291708
-0.1179257769 0.0440292459
-0.1260913857 0.0975823657
-0.1127191171 0.1204492293
-0.0824529791 0.1187369151
-0.0253280900 0.0933662069
0.0577722451 0.0385797095
0.1150180803 -0.0369510338
0.1264284095 -0.0936471436
0.1146005305 -0.1192577077
-0.2467970340 0.0794109492
-0.2869540232 0.2172043210
-0.3184326043 0.2436224909
-0.3380506026 -0.1218012246
-0.1378897214 -0.2497921953
-0.0421332731 -0.1998078385
-0.1105419088 -0.0986977192
-0.2212116121 0.0345362996
-0.2827966601 0.1716003971
-0.2802753105 0.2802012950
-0.3796895930 -0.0210273582
-0.2032771719 -0.2337028745
-0.0523548998 -0.2263634738
-0.0746403980 -0.1351596406
-0.1896055836 -0.0116600760
-0.2688362176 0.1260869629
-0.2812798430 0.2602314061
-0.3791037712 0.1120778181
-0.2718460378 -0.1940607896
-0.0829222437 -0.2450947929
-0.0505354012 -0.1677945606
-0.1524913520 -0.0558117769
-0.2481368587 0.0819615800
-0.2868713373 0.2197863244
-0.3222136229 0.2386057602
-0.3348328788 -0.1266406789
-0.1343863532 -0.2500808900
-0.0421052144 -0.1981271394
-0.1128234247 -0.0964529791
-0.2228459201 0.0371978709
-0.2833238513 0.1742685619
-0.2810481327 0.2801287666
-0.3781643077 -0.0277924922
-0.1993187582 -0.2352398398
-0.0512328362 -0.2249872238
-0.0764635996 -0.1331616427
-0.1916128241 -0.0090037162
-0.2698683630 0.1286870289
-0.2808488531 0.2621727260
-0.3808120600 0.1037289668
-0.2679091765 -0.1970644619
-0.0805545905 -0.2443240875
-0.0515254006 -0.1659786718
-0.1547487346 -0.0533451114
-0.2494627939 0.0845096798
-0.2867550421 0.2223544060
-0.3260775485 0.2332399892
-0.3315504846 -0.1313749284
-0.1309205474 -0.2502779146
-0.0421342063 -0.1964262981
-0.1151150414 -0.0941952942
-0.2244594358 0.0398527319
-0.2838171209 0.1769368690
-0.2819746217 0.2798663287
-0.3765078368 -0.0344435360
-0.1953796404 -0.2367171138
-0.0501790653 -0.2235865456
-0.0783258685 -0.1311467319
-0.1936004212 -0.0063400193
-0.2708772687 0.1312931235
-0.2804308674 0.2640454823
-0.3822597015 0.0954392032
-0.2639627437 -0.1999846977
-0.0782568154 -0.2434937198
-0.0525661933 -0.1641473214
-0.1569963154 -0.0508665908
-0.2507748731 0.0870559598
-0.2866057662 0.2249069680
-0.3299867067 0.2275383325
-0.3282077170 -0.1360063973
-0.1275093959 -0.2504261188
-0.0422229508 -0.1947232045
-0.1174150377 -0.0919248254
-0.2260525839 0.0425004858
-0.2842761874 0.1796048258
-0.2830438337 0.2794028986
-0.3747246459 -0.0409798905
-0.1914444523 -0.2380970546
-0.0491945538 -0.2221710207
-0.0802276653 -0.1291194106
-0.1305992686 -0.0543025640
-0.2221029007 0.0753326234
-0.2659164553 0.2034930563
-0.1971582905 0.3465812834
-0.3859257874 0.1084161875
-0.2675162286 -0.2119329510
-0.0688656165 -0.2634512965
-0.0079579512 -0.1923057693
-0.0846776070 -0.0972168349
-0.1937664214 0.0270497632
-0.2551308475 0.1533390913
-0.2418503159 0.2960569050
-0.1812954102 0.3652609577
-0.3426306050 -0.1329733367
-0.1378414426 -0.2656283560
-0.0122655684 -0.2251205479
-0.0434308002 -0.1364861735
-0.1577216940 -0.0237564121
-0.2368160366 0.1054175977
-0.2644539169 0.2381708054
-0.1670001323 0.3681280651
-0.3890998562 -0.0115529507
-0.2151865004 -0.2423809583
-0.0384725056 -0.2510590832
-0.0175904076 -0.1699370417
-0.1161747126 -0.0685409106
-0.2137793095 0.0602355193
-0.2637691034 0.1870353463
-0.2127036661 0.3324041711
-0.3578996995 0.1896865159
-0.2934538495 -0.1908568763
-0.0888212626 -0.2669359383
-0.0065807963 -0.2034625126
-0.0695635522 -0.1108264559
-0.1825753888 0.0099912907
-0.2495659634 0.1370688382
-0.2524638880 0.2764660127
-0.1509406510 0.3781415866
-0.3623086773 -0.0978151642
-0.1634066396 -0.2605981072
-0.0187795205 -0.2345369562
-0.0334353699 -0.1478699092
-0.1447840765 -0.0390564961
-0.2299387967 0.0906635114
-0.2662534750 0.2208859681
-0.1813298430 0.3587189353
-0.3931403340 0.0411462048
-0.2405870768 -0.2293247481
-0.0517159879 -0.2577800535
-0.0119311030 -0.1807631714
-0.1009532808 -0.0826436713
-0.2044962698 0.0444042664
-0.2601359033 0.1705491107
-0.2278231858 0.3156457890
-0.2871834764 0.2889831597
-0.3186101350 -0.1650019410
-0.1118209535 -0.2678349658
-0.0079571316 -0.2143884292
-0.0558106446 -0.1238013394
-0.1706899822 -0.0068847843
-0.2435275603 0.1212751240
-0.2598868585 0.2572284312
-0.1544246569 0.3754818164
-0.3779385685 -0.0583612649
-0.1888407291 -0.2529901213
-0.0273295256 -0.2430632334
-0.0249881930 -0.1587589422
-0.1312101934 -0.0536793363
-0.2224513777 0.0759752417
-0.2659733867 0.2042117604
-0.1964980178 0.3471472902
-0.3865834080 0.1052732999
-0.2663836952 -0.2127443288
-0.0680761862 -0.2632556484
-0.0080761834 -0.1918235093
-0.0853539015 -0.0966144454
-0.1942311248 0.0277895578
-0.2553634053 0.1540539132
-0.2413173517 0.2969010695
-0.1843230521 0.3637621015
0.1107577853 -0.1213120166
0.0785889323 -0.1175025222
0.0185127995 -0.0897518115
-0.0650047326 -0.0321212806
-0.1176665696 0.0433703312
-0.1261333556 0.0972230923
-0.1129028074 0.1203467528
-0.0828222776 0.1188452580
-0.0259911885 0.0937124761
0.0570368205 0.0392062135
0.1147372567 -0.0363003751
0.1264433529 -0.0932775854
0.1147573833 -0.1191369850
0.0865275069 -0.1198426224
0.0326732041 -0.0971126553
-0.0493280019 -0.0455704477
-0.1115495385 0.0295028330
-0.1265399069 0.0893072260
-0.1163492095 0.1177861821
-0.0897540210 0.1205662541
-0.0385829359 0.1000184583
0.0420393681 0.0512180420
0.1082268777 -0.0230794442
0.1264726644 -0.0854026998
0.1177407699 -0.1163692464
0.0926160694 -0.1211018947
0.0438904435 -0.1025594732
-0.0351195910 -0.0563052290
-0.1047778021 0.0169655887
-0.1262776683 0.0815444490
-0.1190035543 0.1149079123
-0.0952509501 0.1215196585
-0.0488258085 0.1048767186
0.0283735970 0.0610534691
0.1011207571 -0.0109734823
0.1259626663 -0.0776207920
0.1202003232 -0.1133707759
0.0977893214 -0.1218605320
0.0536157015 -0.1070908082
-0.0215428103 -0.0656786716
-0.0971006532 0.0048578523
-0.1254950498 0.0734593683
-0.1213732121 0.1116825225
-0.1003286836 0.1221286924
-0.0584390418 0.1092824951
0.0143834163 0.0703500417
0.0924993813 0.0016082399
0.1248110959 -0.0688580609
0.1225336037 -0.1097354655
0.1029179348 -0.1222902701
0.0633886195 -0.1114762640
-0.0067444468 -0.0751500972
-0.0871029102 -0.0085778625
-0.1238102702 0.0636308802
-0.1236541078 0.1074081923
-0.1055424017 0.1222754617
-0.0684384100 0.1136279735
-0.0013510808 0.0800374727
0.0807739991 0.0160447698
0.1223759024 -0.0576758774
0.1246702723 -0.1046019990
0.1081234229 -0.1219962099
0.0734393284 -0.1156315451
0.0096604499 -0.0848488535
-0.0735590521 -0.0237906556
-0.1204074800 0.0510596191
-0.1255021128 0.1012952329
-0.1105475624 0.1213869511
-0.0781729372 0.1173611655
-0.0177823724 0.0893548657
0.0657437611 0.0314291708
0.1179257769 -0.0440292459
0.1260913857 -0.0975823657
0.1127191171 -0.1204492293
0.0824529791 -0.1187369151
0.0253280900 -0.0933662069
-0.0577722451 -0.0385797095
-0.1150180803 0.0369510338
-0.1264284095 0.0936471436
-0.1146005305 0.1192577077
0.1513613427 0.1499053175
0.2273268425 0.0450154252
0.3089147472 -0.0668787351
0.3543087306 -0.0549935460
0.2916592449 0.1269737088
0.1658217648 0.1855482693
0.1696669013 0.1174026304
0.2603639924 0.0014681963
0.3288973544 -0.0891548116
0.3517251489 0.0084585062
0.2405912885 0.1681432133
0.1496378249 0.1701013708
0.2000955114 0.0787491164
0.2894477862 -0.0393249478
0.3452594701 -0.0847274850
0.3260547389 0.0792603716
0.1931350320 0.1863124693
0.1537711125 0.1438038115
0.2343454966 0.0360494452
0.3134178565 -0.0728848541
0.3553947969 -0.0437753782
0.2814995004 0.1372738954
0.1607805100 0.1835135936
0.1752085225 0.1098998543
0.2667236671 -0.0072818097
0.3325260232 -0.0909296137
0.3483904007 0.0232303281
0.2301096055 0.1737506139
0.1488859592 0.1654372781
0.2070713098 0.0702073784
0.2948124191 -0.0469936275
0.3481296919 -0.0792924078
0.3180908735 0.0926852798
0.1849547925 0.1873001859
0.1569289609 0.1373857260
0.2412668870 0.0270473914
0.3176859406 -0.0782770754
0.3557358999 -0.0314052764
0.2710600470 0.1466557830
0.1566295292 0.1808433085
0.1811930783 0.1021457039
0.2728999664 -0.0158760199
0.3360070828 -0.0914384498
0.3440202459 0.0380804325
0.2199024508 0.1783850522
0.1489858453 0.1603651969
0.2141385966 0.0615213632
0.2999533439 -0.0543223534
0.3506964838 -0.0722349184
0.3094006411 0.1054102225
0.1775158901 0.1874314006
0.1607899639 0.1306665777
0.2480770300 0.0180608504
0.3217621289 -0.0829247642
0.3552280842 -0.0180880467
